####################################################################################################
#   σχῆμα (101851)                                                                                 #
####################################################################################################

σχῆμα:K0 ~ correlation with genres

                          Spearman's ρ         p
ῥυθμός: K8 ~ G:Poetry         -0.576557  0.039146
ῥυθμός: K8 ~ G:Technical      -0.483826  0.093894
ῥυθμός: K8 ~ G:Tragedy         0.462910  0.111173
ῥυθμός: K8 ~ G:Comedy          0.419314  0.153791
ῥυθμός: K8 ~ G:Essays         -0.349261  0.242124
ῥυθμός: K8 ~ G:Letters         0.231455  0.446742
ῥυθμός: K8 ~ G:Narrative      -0.180863  0.554309
ῥυθμός: K8 ~ G:Oratory        -0.093953  0.760141
ῥυθμός: K8 ~ G:Philosophy     -0.089173  0.772047
ῥυθμός: K8 ~ G:Religion       -0.052018  0.865980


ῥυθμός:K8 ~ correlation with subgenres

                                              Spearman's ρ         p
ῥυθμός: K8 ~ SG:Tragedy                           0.462910  0.111173
ῥυθμός: K8 ~ SG:Epic                             -0.462910  0.111173
ῥυθμός: K8 ~ SG:Rhetoric, poetics, criticism     -0.444794  0.127774
ῥυθμός: K8 ~ SG:Comedy                            0.419314  0.153791
ῥυθμός: K8 ~ SG:Biography                        -0.382701  0.196831
ῥυθμός: K8 ~ SG:Essay                            -0.364124  0.221283
ῥυθμός: K8 ~ SG:Bucolic                          -0.308607  0.304937
ῥυθμός: K8 ~ SG:Epigrams                         -0.308607  0.304937
ῥυθμός: K8 ~ SG:Natural History                  -0.231455  0.446742
ῥυθμός: K8 ~ SG:Miscellanea                      -0.231455  0.446742
ῥυθμός: K8 ~ SG:Art History                      -0.231455  0.446742
ῥυθμός: K8 ~ SG:Church history                    0.231455  0.446742
ῥυθμός: K8 ~ SG:Letters                           0.231455  0.446742
ῥυθμός: K8 ~ SG:History                           0.119029  0.698530
ῥυθμός: K8 ~ SG:Oratory                          -0.093953  0.760141
ῥυθμός: K8 ~ SG:Philosophy                       -0.089173  0.772047
ῥυθμός: K8 ~ SG:Narrative                        -0.087357  0.776582
ῥυθμός: K8 ~ SG:Geography                        -0.077152  0.802187
ῥυθμός: K8 ~ SG:Mathematics                       0.000000  1.000000
ῥυθμός: K8 ~ SG:Novel                             0.000000  1.000000
ῥυθμός: K8 ~ SG:Protreptics                       0.000000  1.000000
ῥυθμός: K8 ~ SG:Choral                                 NaN       NaN
ῥυθμός: K8 ~ SG:Didactic                               NaN       NaN
ῥυθμός: K8 ~ SG:Erotic                                 NaN       NaN
ῥυθμός: K8 ~ SG:Grammar                                NaN       NaN
ῥυθμός: K8 ~ SG:Homily                                 NaN       NaN
ῥυθμός: K8 ~ SG:Horsemanship                           NaN       NaN
ῥυθμός: K8 ~ SG:Hunting                                NaN       NaN
ῥυθμός: K8 ~ SG:Hymns                                  NaN       NaN
ῥυθμός: K8 ~ SG:Medicine                               NaN       NaN
ῥυθμός: K8 ~ SG:Military                               NaN       NaN
ῥυθμός: K8 ~ SG:Mythology                              NaN       NaN
ῥυθμός: K8 ~ SG:Politics                               NaN       NaN
ῥυθμός: K8 ~ SG:Psalms                                 NaN       NaN
ῥυθμός: K8 ~ SG:Science                                NaN       NaN
ῥυθμός: K8 ~ SG:Theology                               NaN       NaN


ῥυθμός:K9 ~ correlation with genres

                           Spearman's ρ         p
ῥυθμός: K9 ~ G:Technical       0.639128  0.018684
ῥυθμός: K9 ~ G:Essays          0.564763  0.044328
ῥυθμός: K9 ~ G:Narrative       0.514330  0.072138
ῥυθμός: K9 ~ G:Oratory         0.456345  0.117011
ῥυθμός: K9 ~ G:Philosophy      0.427288  0.145308
ῥυθμός: K9 ~ G:Tragedy        -0.308607  0.304937
ῥυθμός: K9 ~ G:Comedy         -0.139771  0.648806
ῥυθμός: K9 ~ G:Poetry         -0.096093  0.754828
ῥυθμός: K9 ~ G:Religion       -0.033440  0.913639
ῥυθμός: K9 ~ G:Letters         0.000000  1.000000


ῥυθμός:K9 ~ correlation with subgenres

                                              Spearman's ρ         p
ῥυθμός: K9 ~ SG:Essay                             0.572194  0.041009
ῥυθμός: K9 ~ SG:Biography                         0.553617  0.049663
ῥυθμός: K9 ~ SG:Rhetoric, poetics, criticism      0.538764  0.057467
ῥυθμός: K9 ~ SG:Geography                         0.462910  0.111173
ῥυθμός: K9 ~ SG:Oratory                           0.456345  0.117011
ῥυθμός: K9 ~ SG:Philosophy                        0.427288  0.145308
ῥυθμός: K9 ~ SG:Art History                       0.308607  0.304937
ῥυθμός: K9 ~ SG:Natural History                   0.308607  0.304937
ῥυθμός: K9 ~ SG:Miscellanea                       0.308607  0.304937
ῥυθμός: K9 ~ SG:Tragedy                          -0.308607  0.304937
ῥυθμός: K9 ~ SG:Mathematics                       0.231455  0.446742
ῥυθμός: K9 ~ SG:Epigrams                         -0.231455  0.446742
ῥυθμός: K9 ~ SG:Novel                             0.231455  0.446742
ῥυθμός: K9 ~ SG:Protreptics                       0.231455  0.446742
ῥυθμός: K9 ~ SG:Bucolic                          -0.231455  0.446742
ῥυθμός: K9 ~ SG:Narrative                        -0.218393  0.473492
ῥυθμός: K9 ~ SG:Comedy                           -0.139771  0.648806
ῥυθμός: K9 ~ SG:Epic                              0.077152  0.802187
ῥυθμός: K9 ~ SG:History                           0.050118  0.870838
ῥυθμός: K9 ~ SG:Church history                    0.000000  1.000000
ῥυθμός: K9 ~ SG:Letters                           0.000000  1.000000
ῥυθμός: K9 ~ SG:Choral                                 NaN       NaN
ῥυθμός: K9 ~ SG:Didactic                               NaN       NaN
ῥυθμός: K9 ~ SG:Erotic                                 NaN       NaN
ῥυθμός: K9 ~ SG:Grammar                                NaN       NaN
ῥυθμός: K9 ~ SG:Homily                                 NaN       NaN
ῥυθμός: K9 ~ SG:Horsemanship                           NaN       NaN
ῥυθμός: K9 ~ SG:Hunting                                NaN       NaN
ῥυθμός: K9 ~ SG:Hymns                                  NaN       NaN
ῥυθμός: K9 ~ SG:Medicine                               NaN       NaN
ῥυθμός: K9 ~ SG:Military                               NaN       NaN
ῥυθμός: K9 ~ SG:Mythology                              NaN       NaN
ῥυθμός: K9 ~ SG:Politics                               NaN       NaN
ῥυθμός: K9 ~ SG:Psalms                                 NaN       NaN
ῥυθμός: K9 ~ SG:Science                                NaN       NaN
ῥυθμός: K9 ~ SG:Theology                               NaN       NaN

####################################################################################################
#   σεμνός (93711)                                                                                 #
####################################################################################################

σεμνός:K0 ~ correlation with genres

                           Spearman's ρ         p
σεμνός: K0 ~ G:Philosophy      0.442150  0.130327
σεμνός: K0 ~ G:Technical       0.369880  0.213516
σεμνός: K0 ~ G:Religion       -0.329513  0.271578
σεμνός: K0 ~ G:Essays          0.315415  0.293829
σεμνός: K0 ~ G:Narrative       0.305207  0.310573
σεμνός: K0 ~ G:Poetry         -0.209657  0.491791
σεμνός: K0 ~ G:Comedy          0.104828  0.733238
σεμνός: K0 ~ G:Letters         0.092889  0.762788
σεμνός: K0 ~ G:Oratory         0.015662  0.959500
σεμνός: K0 ~ G:Tragedy         0.000000  1.000000


σεμνός:K0 ~ correlation with subgenres

                                              Spearman's ρ         p
σεμνός: K0 ~ SG:Biography                         0.538754  0.057472
σεμνός: K0 ~ SG:Rhetoric, poetics, criticism      0.476117  0.100032
σεμνός: K0 ~ SG:Natural History                   0.462910  0.111173
σεμνός: K0 ~ SG:Miscellanea                       0.462910  0.111173
σεμνός: K0 ~ SG:Philosophy                        0.442150  0.130327
σεμνός: K0 ~ SG:Church history                   -0.385758  0.192978
σεμνός: K0 ~ SG:History                           0.366991  0.217393
σεμνός: K0 ~ SG:Geography                         0.358164  0.229503
σεμνός: K0 ~ SG:Hymns                            -0.323221  0.281383
σεμνός: K0 ~ SG:Epic                             -0.308607  0.304937
σεμνός: K0 ~ SG:Essay                             0.281860  0.350833
σεμνός: K0 ~ SG:Military                          0.279543  0.354977
σεμνός: K0 ~ SG:Narrative                        -0.231455  0.446742
σεμνός: K0 ~ SG:Science                           0.154303  0.614737
σεμνός: K0 ~ SG:Art History                       0.104828  0.733238
σεμνός: K0 ~ SG:Comedy                            0.104828  0.733238
σεμνός: K0 ~ SG:Letters                           0.092889  0.762788
σεμνός: K0 ~ SG:Theology                          0.077152  0.802187
σεμνός: K0 ~ SG:Protreptics                       0.077152  0.802187
σεμνός: K0 ~ SG:Medicine                          0.077152  0.802187
σεμνός: K0 ~ SG:Novel                             0.077152  0.802187
σεμνός: K0 ~ SG:Mathematics                       0.077152  0.802187
σεμνός: K0 ~ SG:Grammar                           0.077152  0.802187
σεμνός: K0 ~ SG:Oratory                           0.015662  0.959500
σεμνός: K0 ~ SG:Choral                            0.000000  1.000000
σεμνός: K0 ~ SG:Tragedy                           0.000000  1.000000
σεμνός: K0 ~ SG:Bucolic                                NaN       NaN
σεμνός: K0 ~ SG:Didactic                               NaN       NaN
σεμνός: K0 ~ SG:Epigrams                               NaN       NaN
σεμνός: K0 ~ SG:Erotic                                 NaN       NaN
σεμνός: K0 ~ SG:Homily                                 NaN       NaN
σεμνός: K0 ~ SG:Horsemanship                           NaN       NaN
σεμνός: K0 ~ SG:Hunting                                NaN       NaN
σεμνός: K0 ~ SG:Mythology                              NaN       NaN
σεμνός: K0 ~ SG:Politics                               NaN       NaN
σεμνός: K0 ~ SG:Psalms                                 NaN       NaN


σεμνός:K1 ~ correlation with genres

                           Spearman's ρ         p
σεμνός: K1 ~ G:Comedy         -0.524142  0.065963
σεμνός: K1 ~ G:Poetry         -0.471728  0.103646
σεμνός: K1 ~ G:Tragedy        -0.462910  0.111173
σεμνός: K1 ~ G:Essays          0.295282  0.327355
σεμνός: K1 ~ G:Narrative      -0.293903  0.329727
σεμνός: K1 ~ G:Oratory        -0.234926  0.439759
σεμνός: K1 ~ G:Letters         0.174631  0.568263
σεμνός: K1 ~ G:Technical      -0.170492  0.577608
σεμνός: K1 ~ G:Philosophy      0.156053  0.610681
σεμνός: K1 ~ G:Religion       -0.087422  0.776421


σεμνός:K1 ~ correlation with subgenres

                                              Spearman's ρ         p
σεμνός: K1 ~ SG:Comedy                           -0.524142  0.065963
σεμνός: K1 ~ SG:History                          -0.491247  0.088233
σεμνός: K1 ~ SG:Tragedy                          -0.462910  0.111173
σεμνός: K1 ~ SG:Choral                           -0.462910  0.111173
σεμνός: K1 ~ SG:Natural History                   0.385758  0.192978
σεμνός: K1 ~ SG:Miscellanea                       0.385758  0.192978
σεμνός: K1 ~ SG:Art History                       0.358164  0.229503
σεμνός: K1 ~ SG:Narrative                        -0.308607  0.304937
σεμνός: K1 ~ SG:Rhetoric, poetics, criticism     -0.288176  0.339674
σεμνός: K1 ~ SG:Essay                             0.275149  0.362905
σεμνός: K1 ~ SG:Military                         -0.235864  0.437882
σεμνός: K1 ~ SG:Oratory                          -0.234926  0.439759
σεμνός: K1 ~ SG:Science                          -0.231455  0.446742
σεμνός: K1 ~ SG:Geography                        -0.200921  0.510408
σεμνός: K1 ~ SG:Letters                           0.174631  0.568263
σεμνός: K1 ~ SG:Philosophy                        0.156053  0.610681
σεμνός: K1 ~ SG:Epic                             -0.154303  0.614737
σεμνός: K1 ~ SG:Grammar                           0.154303  0.614737
σεμνός: K1 ~ SG:Novel                             0.154303  0.614737
σεμνός: K1 ~ SG:Mathematics                       0.154303  0.614737
σεμνός: K1 ~ SG:Protreptics                       0.154303  0.614737
σεμνός: K1 ~ SG:Theology                          0.154303  0.614737
σεμνός: K1 ~ SG:Medicine                          0.154303  0.614737
σεμνός: K1 ~ SG:Church history                    0.077152  0.802187
σεμνός: K1 ~ SG:Biography                         0.063164  0.837574
