LEMMA	ID	FREQUENCY
Φοινικιστί	nlsj5538	1
συσσαίνομαι	101396	1
δογματοποιέω	27825	1
περικατασφάζω	81490	1
ἐπουρόω	41875	1
προκαταλήγω	87674	1
ἰσόκριθος	51066	1
ἡμιασσάριον	47045	1
Κογκολίτανος	nlsj6489	1
ἔφαμμα	45598	1
συμπαιανίζω	98484	1
περίχειρον	82548	1
ἀποξυστρόομαι	13354	1
ὀλιγοχρονέω	73110	1
Ἰσέας	nlsj3554	1
Δημητριακός	24375	1
Κλεομενισταί	57796	1
ἀσκεψία	16265	1
ἐπιρραπισμός	40710	1
ἀφησυχάζω	18292	1
συμπαρατίθημι	98552	1
προεγχειρέω	87129	1
ἐξηγητέον	37272	1
τελεσιούργημα	102956	1
καρπήσιον	53412	1
κουρεακός	59441	1
προσαπερείδομαι	88661	1
ἐννυκτερεύω	35885	1
μαστίον	65160	1
συνθύω	41148	1
διομολόγησις	27194	1
ἐκδεσμεύω	31847	1
συνρέπω	nlsj104697	1
συνδεσμεύω	99634	1
εὐδιάκοπτος	nlsj54426	1
ἀκρόπηλος	3609	1
προσεξερείδομαι	89116	1
φιληκοέω	110988	1
δειπνητής	23749	1
διερριμμένως	26674	1
γεφυροποιέω	22043	1
εὐγεφύρωτος	43545	1
σύνεξίστημι	nlsj103549	1
ἐπιπρέπεια	40622	1
φυγοπονία	112486	1
ἐπατάομαι	nlsj34368	1
ὀχλοκόπος	nlsj79816	1
ἐπιτωθασμός	41477	1
κατελπισμός	55749	1
περαγάω	nlsj21801	1
ὀμιχλώδης	73513	1
συνεπιχειρέω	100348	1
ἀνηλειψία	8630	1
λιμόψωρος	63354	1
μετακαθοπλίζω	66689	1
ἐξυγιάζω	37676	1
ἀκατάτριπτος	3027	1
ταχυπλοέω	102720	1
ἀντιστρατοπεδεία	10538	1
ἀπολόω	nlsj23984	1
ἀντιπερίσπασμα	10342	1
ἐκθυμία	32054	1
συνεπαγωνίζομαι	100175	1
προσενυβρίζω	89098	1
περοργίζω	nlsj86032	1
μεθανδάνω	nlsj102102	1
διαπροστατεύω	25647	1
ἀνεπάγγελτος	8329	1
προσχλευάζω	90376	1
κατανοστέω	54642	1
διισθμίζω	nlsj35825	1
συνυπονοέω	101135	1
συνανακομίζω	99229	1
παρευδιάζομαι	79497	1
Σαραπιεῖον	nlsj9803	1
ἐπίχωσις	41706	1
προοχή	88203	1
προσεπιγίγνομαι	89171	1
ἀλυσιτέλεια	4727	1
σύνεξεγείρω	nlsj103558	1
παραγώγιον	77886	1
σύνυπερβάλλω	nlsj104832	1
διαγώγιον	24670	1
Πολεμοκλῆς	nlsj8997	1
προσκατασπάω	89547	1
πανευέφοδος	77386	1
εὐκατακράτητος	44185	1
ὑδρόρροια	106446	1
μεμψιμοιρητέον	66256	1
διιχνεύω	nlsj35836	1
προνομεία	88096	1
σύνεπιβοηθέω	nlsj104029	1
πολεμητήριον	84415	1
νουνέχεια	71122	1
κακεντρέχεια	52075	1
κακοτροπεύομαι	52385	1
λυμεωνεύομαι	64148	1
ἀντιπαραπορεύομαι	10281	1
ἀνοιμώσσω	nlsj92639	1
Κρίνων	nlsj6660	1
καλλίδενδρος	52636	1
συνυποδεικτέον	nlsj104844	1
παρολιγωρητέον	79723	1
δυσπαραβοήθητος	29348	1
ἐξουσιαστικός	37653	1
παρυπομιμνήσκω	79851	1
προπεριλαμβάνω	nlsj92246	1
ἀλλοτριοπραγέω	4504	1
διοχυρόω	27338	1
σκαίωμα	94489	1
τετραποδητί	103493	1
περίημι	nlsj21831	1
συγκαταβιβάζω	97615	1
προσυγχέω	90216	1
ἀνατάομαι	nlsj18649	1
μικροδοσία	67712	1
μικροληψία	67728	1
αἰγιάς	2143	1
Φυσσίας	nlsj5610	1
συγκαθορμίζομαι	97583	1
ἐκμέτρησις	32461	1
πετροβολικός	82785	1
Ἡλιοτρόπιον	46900	1
εἰστυλόω	nlsj35585	1
περιπίνω	nlsj85371	1
πρασίμοχθος	86198	1
κέραξ	56725	1
ἀδοξοποίητος	1455	1
ζῳηδόν	46426	1
δοξοφαγία	28032	1
ἀνακύκλωσις	6847	1
χειροκρατικός	113640	1
ἀντίπλοια	10373	1
συγχειρίζω	97984	1
ὑπόθυψις	108447	1
προδιευκρινέω	87046	1
ἀψηφοφόρητος	18874	1
ἀδυνατόω	1523	1
ἐργωνία	42229	1
ὑποκολακεύω	108589	1
ἐξορκισμός	37597	1
γροσφοφόρος	22871	1
τρίπεδος	105119	1
λυκεία	64076	1
σύνοξύνω	nlsj104874	1
ταυρόκολλα	102571	1
σιάλωμα	93941	1
σιβύνιον	93952	1
ἀγκιστρωτός	563	1
ἐνδίδημι	nlsj46119	1
καταπερονάω	54781	1
κλαδαρός	57657	1
ἀποδερματόομαι	12440	1
συνεκπορεύομαι	99978	1
καθημερεία	51802	1
δέμα	24006	1
γροσφομάχος	22869	1
ἐμφάνισις	34591	1
ξυλοκοπία	71736	1
κριθοφαγία	59972	1
ἀναστρατοπεδεία	7557	1
προσεξελίσσω	89112	1
καταμέτρησις	54518	1
παρακέομαι	nlsj21701	1
αὐτόνοος	17833	1
εὐπερίληπτος	44747	1
καλοκἀγαθικός	52813	1
ἐγγεύομαι	29966	1
δρυφακτόω	28518	1
χαμαίτυπος	113285	1
ἀθυρογλωττία	2076	1
κακορρημοσύνη	52325	1
ἀψηλάφητος	18870	1
συγκρημνίζω	97900	1
ἀνασωρεύω	7596	1
εὐδιακόσμητος	43636	1
γενεαλογικός	21834	1
συμβατός	98256	1
προπορεία	88366	1
Βομίλκας	nlsj4262	1
ἀναγκάζομαι	nlsj23860	1
ἀπροθέτως	14423	1
ἀφροντιστητέον	18532	1
πολυπραγμονητέον	85252	1
εὐσύντριπτος	45238	1
συγκαταφθείρω	97731	1
δυσαντίρρητος	28698	1
συγκεφαλαίωσις	97788	1
ἀπρόσλογος	14494	1
τριακονταμναῖος	104752	1
προεκδαπανάω	87169	1
ἀνάτηξις	7616	1
προεφίστημι	87447	1
προσεπιφθέγγομαι	89283	1
διαζευγμός	24752	1
ἀκλυδώνιστος	3230	1
σπιλώδης	95936	1
θυρεοφορέω	49489	1
ῥαμφή	92153	1
μαχαιρομαχέω	65275	1
ἐπισφαιρόω	nlsj50806	1
Δημοφάνης	nlsj4681	1
ἐξεριθεύομαι	37183	1
συμπεριστέλλω	98661	1
συστοιχέω	101474	1
διεξικνέομαι	26617	1
σύνεπιγίγνομαι	nlsj104045	1
Πολύφαντας	nlsj9065	1
περίφασις	82446	1
Κλεόξενος	nlsj6363	1
παραφράσσω	79040	1
ἀπόπτωμα	13540	1
προσφυσάω	90346	1
ἐξώστρα	37761	1
ὑποδεσμός	108276	1
εὐπερίκοπτος	44745	1
ξενίς	71505	1
ἀντιπαράκλησις	10272	1
ἐπιδιωγμός	39278	1
προσανακάμπτω	88547	1
Σοφαγασῆνος	nlsj10149	1
δυσπαράδεκτος	29353	1
νυκτέρευμα	71161	1
ἐξελασία	37092	1
κατευκαιρέω	55865	1
φιλεπίτιμος	110931	1
φιλεγκλήμων	110906	1
συνανανεόομαι	99249	1
ἀναισχυντογράφος	6634	1
εὐτραπελεύομαι	45320	1
καταξιοπιστέομαι	54680	1
σαρισοφόρος	93328	1
ἐποιστέον	41780	1
σύγκριτος	97912	1
κλινοκοσμέω	57943	1
κακοκρισία	52225	1
συνωμία	101167	1
ἀνασάσσω	nlsj18502	1
δυσπαράγγελτος	29350	1
ῥησικοπέω	92350	1
καθευρεσιλογέω	51775	1
ἀληθινολογία	4079	1
ἀφιλόπονος	18365	1
κακομηχανέω	52252	1
ἐπισκοτίζω	40894	1
Δαμοκλῆς	nlsj4519	1
ἐπικριτής	39891	1
σύνυποπτεύω	nlsj104867	1
παρηλλαγμένως	79553	1
δυσδιάσπαστος	28820	1
ψευδεπίτροπος	115461	1
ἐπεξορκίζω	38701	1
Λιβυάρχης	63061	1
προσεπάγω	89134	1
θρανογράφος	49013	1
ἐκκλησιασμός	32175	1
ἀπολοιδορέω	13118	1
ἀπαράγγελτος	11452	1
ἀνάστειρος	7527	1
πυργοῦχος	91608	1
προεπιβάλλω	87365	1
ἀπαράγραφος	11454	1
ἀπουρόω	14175	1
ἐκτυφόω	33127	1
διορκισμός	27278	1
ὀλιγοπονία	73052	1
πλωτεύω	nlsj87585	1
διαποθνήσκω	nlsj34484	1
δοξοποιέω	28029	1
γαῖσος	21422	1
εὐδιάσπαστος	43653	1
προκαταφθείρω	87736	1
μελάμβιος	65806	1
δύσοπτος	29311	1
φαλαγγιτικός	110158	1
ἀντεμφαίνω	9610	1
πεντεκαιδεχήμερος	80785	1
νομιστεύομαι	70973	1
ἐνδουχία	35288	1
πολυχρήμων	85560	1
πολιοφυλακέω	84487	1
μεθάρμοσις	65594	1
ἐκχωρητέον	33297	1
ἐλευθερωτέον	33626	1
εὐδοκουμένως	43693	1
συνομηρεύω	100834	1
ἀπροσδέητος	14462	1
ἴσιον	50985	1
Ἄλυπος	nlsj1459	1
διολοφύρομαι	27179	1
ἐπικοιτέω	39802	1
ἐφημερεύω	45734	1
περισάζω	nlsj86246	1
ἀντικαθιστάω	nlsj20725	1
κατευδοκέω	55856	1
πράξιμος	86183	1
Καλλίκριτος	nlsj5975	1
δυσαντοφθάλμητος	28699	1
προσυποδείκνυμι	90268	1
ἀπόχειρος	14291	1
διατονέω	nlsj34909	1
κοινοδίκιον	58403	1
Παυσίρας	nlsj8645	1
ἀδικοδοξία	1387	1
ὑπερβιόω	107338	1
Ὀρτιάγων	nlsj3799	1
δυσχώρητος	29648	1
βυβλίδιον	nlsj30523	1
φιλέραστος	110935	1
θεοκλύτησις	48194	1
μακαριστέον	64589	1
προσδιαμαρτύρομαι	nlsj92889	1
μωκίζω	69559	1
προστάσιος	90120	1
διαγωνοθετέω	24677	1
διοικονομέω	27161	1
Πομπίδης	nlsj9091	1
ἐναγκυλίζομαι	nlsj46655	1
εὐλυτόω	44414	1
κρώπιον	60300	1
ἀναθηματικός	6550	1
ἀσπαστικός	16362	1
ὑπερκυβιστάω	107660	1
συνταλαιπωρία	100950	1
προνύσσω	nlsj92071	1
ἰσχυροποιός	51353	1
εὐεπίληπτος	43817	1
πιδάω	83053	1
πασσαλεῖον	79936	1
μωροποιέω	69619	1
ἀναδιδράσκω	6448	1
ἀποφοιβάω	nlsj23129	1
καταπορεύω	nlsj64365	1
Νεμέσιον	70176	1
τάκτης	102202	1
Τίσιππος	nlsj10644	1
καλίκιοι	52587	1
σκυβαλισμός	95245	1
δυσκλήρημα	29155	1
βαλανείτης	19210	1
ἀπελπισμός	11836	1
συνεδριακός	99830	1
εὐεπάγωγος	43793	1
ἐπιναύσιος	40290	1
καρπεία	53407	1
χαιρετισμός	112928	1
λογεύω	63709	1
εὐκαιρή	44155	1
Μηνοχάρης	nlsj7806	1
εὐθανασία	43946	1
ἐπιδιασαφέω	39225	1
δεινολογία	23719	1
δυσποτμέω	29440	1
μιλιάζω	67813	1
παραδειγματιστέον	77901	1
ἐπιδεκτέον	39139	1
ὑπερευδοκέομαι	107500	1
πραγματοποιία	86130	1
ἀεροπετής	1747	1
ἀπρόσδεκτος	14464	1
ἀμετάκλητος	5189	1
νομαδία	70936	1
μυριόπλεθρος	69289	1
στρατοπέδευμα	97144	1
ἀτενισμός	17014	1
ἐργαστηριακός	42174	1
προσκατακλαίω	nlsj94029	1
προδιαδίδωμι	86967	1
ἐπισφάλεια	41179	1
ἀπεντεῦθεν	11865	1
φυγόπονος	112487	1
ἀμνησικάκητος	5363	1
χιλιοπλάσιος	114016	1
ἐκτριβή	33081	1
λαξευτής	61893	1
πολυπληθέω	85209	1
πολυημερεύω	84845	1
σιαγόνιον	93921	1
τριμερίζω	105039	1
καρπόβρωτος	53425	1
περιονυχίζω	81803	1
ἐρεθιστής	42261	1
οἰνοφλυγέω	72562	1
διακαθιζάνω	24884	1
ἀπαδικέω	11211	1
ἐκλιμία	32370	1
κνήφη	58172	1
βάψις	19689	1
ἀσφαλτόπισσα	16874	1
θίβις	nlsj96755	1
κατεμβλέπω	55750	1
βραδύγλωσσος	20773	1
πλινθουργία	83911	1
ψηλαφητός	115622	1
προκυνέω	87888	1
ἀναβαθμίς	6220	1
κεράτισις	56761	1
ἀμνήστευτος	5366	1
φερνίζω	110582	1
ἐπαρυστήρ	38333	1
ἐπιδιπλόω	39268	1
ἀγκωνίσκος	626	1
περιχαλκόω	82534	1
σανιδωτός	93234	1
περιστήθιον	82258	1
κοσυμβωτός	59363	1
παρωμίς	79878	1
καθυφαίνω	51941	1
κατάκαυσις	54108	1
ἡδυσμός	46718	1
νηστός	70782	1
προσκυνάω	nlsj64497	1
πολυπληθύνω	85212	1
συμπορπάω	nlsj102332	1
περισιαλόω	nlsj86261	1
διαναίω	25350	1
ἀσφαλτόω	16877	1
προσοίγω	nlsj93046	1
εἰσσπάω	nlsj53753	1
εἰσάγνυμι	nlsj20701	1
ἑκατοστεύω	31691	1
ἐχθρία	45940	1
δούλευσις	28161	1
ἀποκαθιστάω	nlsj23241	1
λέπισμα	62457	1
κλοποφορέω	58004	1
ἐνυπνιαστής	36401	1
ἀρχιδεσμοφύλαξ	15923	1
ἀρχιδεσμώτης	nlsj26681	1
σιτοβολών	94372	1
ἀροτρίασις	15364	1
βαρυωπέω	19522	1
στραγγίζω	97082	1
καταστραγγίζω	55304	1
ὁλόκαυτος	73215	1
ἐπιρραντίζω	40707	1
ἀττάκης	17253	1
τηλαύγημα	103787	1
ἀναφάλαντος	7718	1
μίανσις	67655	1
οὐλέω	75823	1
προσσιελίζω	90047	1
ἐνδογενής	35242	1
προσέλευσις	89033	1
σπερματισμός	95861	1
κατοχεύω	56123	1
ἀπερικάθαρτος	11922	1
ὀρνιθοσκοπέομαι	75251	1
σισόη	94298	1
κοιτασία	58474	1
πτίλος	91192	1
γλωσσότμητος	22449	1
ψωραγριάω	116007	1
κολοβόκερκος	58648	1
κάλλυνθρον	52776	1
ἐκτρυγάω	33096	1
ἐξαρόω	nlsj41272	1
ἐκλύτρωσις	32416	1
ἐξαγόρευσις	36497	1
ἐκσπερματίζω	32893	1
λαμπηνικός	61838	1
ὄψος	76374	1
Αἰθιοπίζω	2327	1
γόγγυσις	22574	1
ἀκουσιάζομαι	3383	1
καταπρονομεύω	54921	1
αἰνιγματιστής	2524	1
ἐκμυελίζω	32483	1
κατατόξευσις	55421	1
δολίζω	27891	1
σπεῖσις	95840	1
πλεόνασμα	83698	1
συγκατακληρονομέομαι	97656	1
οἰοπέδιλος	72621	1
ὑποφήτωρ	109493	1
πηοσύνη	82998	1
εὐπολέμειον	nlsj55197	1
Ἀντιάνειρα	nlsj2467	1
καταίγδην	nlsj63765	1
Φάληρος	nlsj5254	1
Ὑπεράσιος	nlsj1326	1
Ἰμβρασία	nlsj3494	1
σιφλός	94457	1
συμμήστωρ	98426	1
ἐκφλύσσω	nlsj43264	1
ἐξόρνυμι	37611	1
Ἰφιάς	nlsj3447	1
πολιήοχος	84467	1
ἀρήτειρα	14992	1
συνεδριάομαι	99831	1
ἐπιτρωπάω	41463	1
προπροβιάζομαι	88389	1
προχόη	nlsj94984	1
ὑποφράζομαι	109523	1
ἐπιφλύω	41532	1
ἐνελλείπω	nlsj46268	1
διασκαίρω	25819	1
παρεξαμείβω	79415	1
ἐπιπροσδέω	40635	1
παλίμπνοιος	nlsj81194	1
παρεκθέω	79277	1
ἐσάχρι	42874	1
παρενήνοθε	79382	1
ἐφικάνω	45774	1
ἀνόρνυμι	9290	1
ἀπερητύω	11909	1
ἐπικλονέω	39765	1
ἐπινάστιος	40287	1
βαθυλήιος	nlsj29099	1
εἰσανδρόω	31276	1
ἀπηρής	12081	1
ἐπιμύρω	nlsj50408	1
ἐπιπρηνής	40626	1
Εὔσωρος	nlsj5043	1
Αἰνήτη	nlsj3973	1
ὑποτροπίη	109423	1
διαζώω	24777	1
ἐπαλετρεύω	37966	1
ὑποχάζομαι	109546	1
ἐνναέτις	nlsj46751	1
βηταρμός	19864	1
μεταλωφάω	nlsj74056	1
ἀηθέω	1866	1
περιτριβής	82400	1
καταχείριος	55590	1
ὀιστοδόκη	nlsj78562	1
καλλίναος	52686	1
ἐφυδάτιος	45851	1
ἐπιχρίμπτω	41670	1
ἑλεσπίς	33600	1
διαγλαύσσω	24625	1
ἀποκριδόν	12946	1
ἀπηλεγέω	12054	1
ὑληουργός	106606	1
ἐπιβλήδην	38930	1
βρυχή	21135	1
ὑποτέλλω	nlsj110393	1
ἐλλήγω	33817	1
σύνορούω	nlsj104521	1
μεταίγδην	nlsj73586	1
ἐπιπαμφαλάω	40425	1
μελισσοκόμος	66057	1
καπνιάω	53176	1
συνοίμιος	100803	1
ἀμήρυτος	5242	1
ἐπικλυτός	39774	1
ὀπιδνός	74445	1
μετακλέω	nlsj73636	1
πινόεις	83216	1
ἐπικριδόν	39884	1
στρηνής	97197	1
παρανέομαι	78477	1
Ὀτρηρή	nlsj3815	1
ὑποσμύχω	109158	1
παραβιόω	nlsj82214	1
λωφήιος	nlsj71679	1
ποίμνηθεν	84333	1
ἀκεστορία	3115	1
κατόψιος	56134	1
προπροκαταίγδην	nlsj92316	1
παραθερίζω	78001	1
παραστρωφάω	78839	1
ἁλίβροχος	4159	1
μεσημβριάω	66395	1
σοωναύτης	95665	1
ἀίγδην	nlsj14872	1
συγκτερείζω	nlsj103830	1
ἐνευδιάω	35453	1
ἄγρηθεν	840	1
ἐπιπροτέρωσε	40659	1
ἀγχίρροος	1040	1
λιμενήοχος	63287	1
κατανίσσομαι	54628	1
ἀκμόνιον	3250	1
ἀκοντοβόλος	3337	1
ὀτλεύω	75700	1
Γενηταίος	nlsj5694	1
παρανίσσομαι	78488	1
πλωίς	84030	1
πλατάσσω	83541	1
ἀτυζηλός	17286	1
ἐπαμοιβός	38007	1
Ἐπόψιος	nlsj3231	1
συνηβολίη	100509	1
ἀνηρεφής	8669	1
στία	96758	1
ἐπιδοιάζω	39282	1
φοιτίζω	112024	1
ὑπερηνορέη	107540	1
περιτίω	82374	1
ἐνεοστασία	35398	1
ἔλλιπος	33851	1
ὑπισχάνω	nlsj110986	1
κατακτεατίζομαι	54302	1
